"","ProInfection","AntiInfection"
"1794","RAB4A","ATP8A2"
"1795","IDH2","ATP8A2"
"1796","SQRDL","ATP8A2"
"1797","DNAJC7","ATP8A2"
"1798","ECI2","ATP8A2"
"1799","ACLY","ATP8A2"
"1800","LGALS1","ATP8A2"
"1801","HSD17B8","ATP8A2"
"1802","ADD2","ATP8A2"
"1803","LGALS3","ATP8A2"
"1804","ITGAE","ATP8A2"
"1805","GPR56","ATP8A2"
"1806","RBPJ","ATP8A2"
"1807","DDIT4","ATP8A2"
"1808","ISG20","ATP8A2"
"1809","RPS25","ATP8A2"
"1810","CTSS","ATP8A2"
"1811","NFKB2","ATP8A2"
"1812","RASL12","ATP8A2"
"1813","ATF4","ATP8A2"
"1814","IFIT2","ATP8A2"
"1815","PDE2A","ATP8A2"
"1816","ANPEP","ATP8A2"
"1817","BACE2","ATP8A2"
"1818","TOP2A","ATP8A2"
"1819","MYC","ATP8A2"
"1820","ELF3","ATP8A2"
"1821","HIST1H2BK","ATP8A2"
"1822","FUBP3","ATP8A2"
"1823","SH3BP5","ATP8A2"
"1824","TSC22D3","ATP8A2"
"1825","ALDOC","UBE2J1"
"1826","DFNA5","UBE2J1"
"1827","NET1","UBE2J1"
"1828","CBX1","UBE2J1"
"1829","FABP5","UBE2J1"
"1830","S100A10","UBE2J1"
"1831","GNAI1","UBE2J1"
"1832","SOX4","UBE2J1"
"1833","APP","UBE2J1"
"1834","C5orf13","UBE2J1"
"1835","NME1","UBE2J1"
"1836","AP2B1","UBE2J1"
"1837","VAMP8","UBE2J1"
"1838","MAP4K4","UBE2J1"
"1839","SAT1","UBE2J1"
"1840","CTNNA1","UBE2J1"
"1841","PKM2","UBE2J1"
"1842","RAB4A","UBE2J1"
"1843","IDH2","UBE2J1"
"1844","SQRDL","UBE2J1"
"1845","DNAJC7","UBE2J1"
"1846","ECI2","UBE2J1"
"1847","ACLY","UBE2J1"
"1848","LGALS1","UBE2J1"
"1849","HSD17B8","UBE2J1"
"1850","ADD2","UBE2J1"
"1851","LGALS3","UBE2J1"
"1852","ITGAE","UBE2J1"
"1853","GPR56","UBE2J1"
"1854","RBPJ","UBE2J1"
"1855","DDIT4","UBE2J1"
"1856","ISG20","UBE2J1"
"1857","RPS25","UBE2J1"
"1858","CTSS","UBE2J1"
"1859","NFKB2","UBE2J1"
"1860","RASL12","UBE2J1"
"1861","ATF4","UBE2J1"
"1862","IFIT2","UBE2J1"
"1863","PDE2A","UBE2J1"
"1864","ANPEP","UBE2J1"
"1865","BACE2","UBE2J1"
"1866","TOP2A","UBE2J1"
"1867","MYC","UBE2J1"
"1868","ELF3","UBE2J1"
"1869","HIST1H2BK","UBE2J1"
"1870","FUBP3","UBE2J1"
"1871","SH3BP5","UBE2J1"
"1872","TSC22D3","UBE2J1"
"1873","ALDOC","ANXA1"
"1874","DFNA5","ANXA1"
"1875","NET1","ANXA1"
"1876","CBX1","ANXA1"
"1877","FABP5","ANXA1"
"1878","S100A10","ANXA1"
"1879","GNAI1","ANXA1"
"1880","SOX4","ANXA1"
"1881","APP","ANXA1"
"1882","C5orf13","ANXA1"
"1883","NME1","ANXA1"
"1884","AP2B1","ANXA1"
"1885","VAMP8","ANXA1"
"1886","MAP4K4","ANXA1"
"1887","SAT1","ANXA1"
"1888","CTNNA1","ANXA1"
"1889","PKM2","ANXA1"
"1890","RAB4A","ANXA1"
"1891","IDH2","ANXA1"
"1892","SQRDL","ANXA1"
"1893","DNAJC7","ANXA1"
"1894","ECI2","ANXA1"
"1895","ACLY","ANXA1"
"1896","LGALS1","ANXA1"
"1897","HSD17B8","ANXA1"
"1898","ADD2","ANXA1"
"1899","LGALS3","ANXA1"
"1900","ITGAE","ANXA1"
"1901","GPR56","ANXA1"
"1902","RBPJ","ANXA1"
"1903","DDIT4","ANXA1"
"1904","ISG20","ANXA1"
"1905","RPS25","ANXA1"
"1906","CTSS","ANXA1"
"1907","NFKB2","ANXA1"
"1908","RASL12","ANXA1"
"1909","ATF4","ANXA1"
"1910","IFIT2","ANXA1"
"1911","PDE2A","ANXA1"
"1912","ANPEP","ANXA1"
"1913","BACE2","ANXA1"
"1914","TOP2A","ANXA1"
"1915","MYC","ANXA1"
"1916","ELF3","ANXA1"
"1917","HIST1H2BK","ANXA1"
"1918","FUBP3","ANXA1"
"1919","SH3BP5","ANXA1"
"1920","TSC22D3","ANXA1"
"1921","ALDOC","UFL1"
"1922","DFNA5","UFL1"
"1923","NET1","UFL1"
"1924","CBX1","UFL1"
"1925","FABP5","UFL1"
"1926","S100A10","UFL1"
"1927","GNAI1","UFL1"
"1928","SOX4","UFL1"
"1929","APP","UFL1"
"1930","C5orf13","UFL1"
"1931","NME1","UFL1"
"1932","AP2B1","UFL1"
"1933","VAMP8","UFL1"
"1934","MAP4K4","UFL1"
"1935","SAT1","UFL1"
"1936","CTNNA1","UFL1"
"1937","PKM2","UFL1"
"1938","RAB4A","UFL1"
"1939","IDH2","UFL1"
"1940","SQRDL","UFL1"
"1941","DNAJC7","UFL1"
"1942","ECI2","UFL1"
"1943","ACLY","UFL1"
"1944","LGALS1","UFL1"
"1945","HSD17B8","UFL1"
"1946","ADD2","UFL1"
"1947","LGALS3","UFL1"
"1948","ITGAE","UFL1"
"1949","GPR56","UFL1"
"1950","RBPJ","UFL1"
"1951","DDIT4","UFL1"
"1952","ISG20","UFL1"
"1953","RPS25","UFL1"
"1954","CTSS","UFL1"
"1955","NFKB2","UFL1"
"1956","RASL12","UFL1"
"1957","ATF4","UFL1"
"1958","IFIT2","UFL1"
"1959","PDE2A","UFL1"
"1960","ANPEP","UFL1"
"1961","BACE2","UFL1"
"1962","TOP2A","UFL1"
"1963","MYC","UFL1"
"1964","ELF3","UFL1"
"1965","HIST1H2BK","UFL1"
"1966","FUBP3","UFL1"
"1967","SH3BP5","UFL1"
"1968","TSC22D3","UFL1"
"1969","ALDOC","CEP192"
"1970","DFNA5","CEP192"
"1971","NET1","CEP192"
"1972","CBX1","CEP192"
"1973","FABP5","CEP192"
"1974","S100A10","CEP192"
"1975","GNAI1","CEP192"
"1976","SOX4","CEP192"
"1977","APP","CEP192"
"1978","C5orf13","CEP192"
"1979","NME1","CEP192"
"1980","AP2B1","CEP192"
"1981","VAMP8","CEP192"
"1982","MAP4K4","CEP192"
"1983","SAT1","CEP192"
"1984","CTNNA1","CEP192"
"1985","PKM2","CEP192"
"1986","RAB4A","CEP192"
"1987","IDH2","CEP192"
"1988","SQRDL","CEP192"
"1989","DNAJC7","CEP192"
"1990","ECI2","CEP192"
"1991","ACLY","CEP192"
"1992","LGALS1","CEP192"
"1993","HSD17B8","CEP192"
"1994","ADD2","CEP192"
"1995","LGALS3","CEP192"
"1996","ITGAE","CEP192"
"1997","GPR56","CEP192"
"1998","RBPJ","CEP192"
"1999","DDIT4","CEP192"
"2000","ISG20","CEP192"
"2001","RPS25","CEP192"
"2002","CTSS","CEP192"
"2003","NFKB2","CEP192"
"2004","RASL12","CEP192"
"2005","ATF4","CEP192"
"2006","IFIT2","CEP192"
"2007","PDE2A","CEP192"
"2008","ANPEP","CEP192"
"2009","BACE2","CEP192"
"2010","TOP2A","CEP192"
"2011","MYC","CEP192"
"2012","ELF3","CEP192"
"2013","HIST1H2BK","CEP192"
"2014","FUBP3","CEP192"
"2015","SH3BP5","CEP192"
"2016","TSC22D3","CEP192"
"2017","ALDOC","MINA"
"2018","DFNA5","MINA"
"2019","NET1","MINA"
"2020","CBX1","MINA"
"2021","FABP5","MINA"
"2022","S100A10","MINA"
"2023","GNAI1","MINA"
"2024","SOX4","MINA"
"2025","APP","MINA"
"2026","C5orf13","MINA"
"2027","NME1","MINA"
"2028","AP2B1","MINA"
"2029","VAMP8","MINA"
"2030","MAP4K4","MINA"
"2031","SAT1","MINA"
"2032","CTNNA1","MINA"
"2033","PKM2","MINA"
"2034","RAB4A","MINA"
"2035","IDH2","MINA"
"2036","SQRDL","MINA"
"2037","DNAJC7","MINA"
"2038","ECI2","MINA"
"2039","ACLY","MINA"
"2040","LGALS1","MINA"
"2041","HSD17B8","MINA"
"2042","ADD2","MINA"
"2043","LGALS3","MINA"
"2044","ITGAE","MINA"
"2045","GPR56","MINA"
"2046","RBPJ","MINA"
"2047","DDIT4","MINA"
"2048","ISG20","MINA"
"2049","RPS25","MINA"
"2050","CTSS","MINA"
"2051","NFKB2","MINA"
"2052","RASL12","MINA"
"2053","ATF4","MINA"
"2054","IFIT2","MINA"
"2055","PDE2A","MINA"
"2056","ANPEP","MINA"
"2057","BACE2","MINA"
"2058","TOP2A","MINA"
"2059","MYC","MINA"
"2060","ELF3","MINA"
"2061","HIST1H2BK","MINA"
"2062","FUBP3","MINA"
"2063","SH3BP5","MINA"
"2064","TSC22D3","MINA"
"2065","ALDOC","MAOA"
"2066","DFNA5","MAOA"
"2067","NET1","MAOA"
"2068","CBX1","MAOA"
"2069","FABP5","MAOA"
"2070","S100A10","MAOA"
"2071","GNAI1","MAOA"
"2072","SOX4","MAOA"
"2073","APP","MAOA"
"2074","C5orf13","MAOA"
"2075","NME1","MAOA"
"2076","AP2B1","MAOA"
"2077","VAMP8","MAOA"
"2078","MAP4K4","MAOA"
"2079","SAT1","MAOA"
"2080","CTNNA1","MAOA"
"2081","PKM2","MAOA"
"2082","RAB4A","MAOA"
"2083","IDH2","MAOA"
"2084","SQRDL","MAOA"
"2085","DNAJC7","MAOA"
"2086","ECI2","MAOA"
"2087","ACLY","MAOA"
"2088","LGALS1","MAOA"
"2089","HSD17B8","MAOA"
"2090","ADD2","MAOA"
"2091","LGALS3","MAOA"
"2092","ITGAE","MAOA"
"2093","GPR56","MAOA"
"2094","RBPJ","MAOA"
"2095","DDIT4","MAOA"
"2096","ISG20","MAOA"
"2097","RPS25","MAOA"
"2098","CTSS","MAOA"
"2099","NFKB2","MAOA"
"2100","RASL12","MAOA"
"2101","ATF4","MAOA"
"2102","IFIT2","MAOA"
"2103","PDE2A","MAOA"
"2104","ANPEP","MAOA"
"2105","BACE2","MAOA"
"2106","TOP2A","MAOA"
"2107","MYC","MAOA"
"2108","ELF3","MAOA"
"2109","HIST1H2BK","MAOA"
"2110","FUBP3","MAOA"
"2111","SH3BP5","MAOA"
"2112","TSC22D3","MAOA"
"2113","ALDOC","IL17RB"
"2114","DFNA5","IL17RB"
"2115","NET1","IL17RB"
"2116","CBX1","IL17RB"
"2117","FABP5","IL17RB"
"2118","S100A10","IL17RB"
"2119","GNAI1","IL17RB"
"2120","SOX4","IL17RB"
"2121","APP","IL17RB"
"2122","C5orf13","IL17RB"
"2123","NME1","IL17RB"
"2124","AP2B1","IL17RB"
"2125","VAMP8","IL17RB"
"2126","MAP4K4","IL17RB"
"2127","SAT1","IL17RB"
"2128","CTNNA1","IL17RB"
"2129","PKM2","IL17RB"
"2130","RAB4A","IL17RB"
"2131","IDH2","IL17RB"
"2132","SQRDL","IL17RB"
"2133","DNAJC7","IL17RB"
"2134","ECI2","IL17RB"
"2135","ACLY","IL17RB"
"2136","LGALS1","IL17RB"
"2137","HSD17B8","IL17RB"
"2138","ADD2","IL17RB"
"2139","LGALS3","IL17RB"
"2140","ITGAE","IL17RB"
"2141","GPR56","IL17RB"
"2142","RBPJ","IL17RB"
"2143","DDIT4","IL17RB"
"2144","ISG20","IL17RB"
"2145","RPS25","IL17RB"
"2146","CTSS","IL17RB"
"2147","NFKB2","IL17RB"
"2148","RASL12","IL17RB"
"2149","ATF4","IL17RB"
"2150","IFIT2","IL17RB"
"2151","PDE2A","IL17RB"
"2152","ANPEP","IL17RB"
"2153","BACE2","IL17RB"
"2154","TOP2A","IL17RB"
"2155","MYC","IL17RB"
"2156","ELF3","IL17RB"
"2157","HIST1H2BK","IL17RB"
"2158","FUBP3","IL17RB"
"2159","SH3BP5","IL17RB"
"2160","TSC22D3","IL17RB"
"2161","ALDOC","DNAJB6"
"2162","DFNA5","DNAJB6"
"2163","NET1","DNAJB6"
"2164","CBX1","DNAJB6"
"2165","FABP5","DNAJB6"
"2166","S100A10","DNAJB6"
"2167","GNAI1","DNAJB6"
"2168","SOX4","DNAJB6"
"2169","APP","DNAJB6"
"2170","C5orf13","DNAJB6"
"2171","NME1","DNAJB6"
"2172","AP2B1","DNAJB6"
"2173","VAMP8","DNAJB6"
"2174","MAP4K4","DNAJB6"
"2175","SAT1","DNAJB6"
"2176","CTNNA1","DNAJB6"
"2177","PKM2","DNAJB6"
"2178","RAB4A","DNAJB6"
"2179","IDH2","DNAJB6"
"2180","SQRDL","DNAJB6"
"2181","DNAJC7","DNAJB6"
"2182","ECI2","DNAJB6"
"2183","ACLY","DNAJB6"
"2184","LGALS1","DNAJB6"
"2185","HSD17B8","DNAJB6"
"2186","ADD2","DNAJB6"
"2187","LGALS3","DNAJB6"
"2188","ITGAE","DNAJB6"
"2189","GPR56","DNAJB6"
"2190","RBPJ","DNAJB6"
"2191","DDIT4","DNAJB6"
"2192","ISG20","DNAJB6"
"2193","RPS25","DNAJB6"
"2194","CTSS","DNAJB6"
"2195","NFKB2","DNAJB6"
"2196","RASL12","DNAJB6"
"2197","ATF4","DNAJB6"
"2198","IFIT2","DNAJB6"
"2199","PDE2A","DNAJB6"
"2200","ANPEP","DNAJB6"
"2201","BACE2","DNAJB6"
"2202","TOP2A","DNAJB6"
"2203","MYC","DNAJB6"
"2204","ELF3","DNAJB6"
"2205","HIST1H2BK","DNAJB6"
"2206","FUBP3","DNAJB6"
"2207","SH3BP5","DNAJB6"
"2208","TSC22D3","DNAJB6"
"2209","ALDOC","RWDD1"
"2210","DFNA5","RWDD1"
"2211","NET1","RWDD1"
"2212","CBX1","RWDD1"
"2213","FABP5","RWDD1"
"2214","S100A10","RWDD1"
"2215","GNAI1","RWDD1"
"2216","SOX4","RWDD1"
"2217","APP","RWDD1"
"2218","C5orf13","RWDD1"
"2219","NME1","RWDD1"
"2220","AP2B1","RWDD1"
"2221","VAMP8","RWDD1"
"2222","MAP4K4","RWDD1"
"2223","SAT1","RWDD1"
"2224","CTNNA1","RWDD1"
"2225","PKM2","RWDD1"
"2226","RAB4A","RWDD1"
"2227","IDH2","RWDD1"
"2228","SQRDL","RWDD1"
"2229","DNAJC7","RWDD1"
"2230","ECI2","RWDD1"
"2231","ACLY","RWDD1"
"2232","LGALS1","RWDD1"
"2233","HSD17B8","RWDD1"
"2234","ADD2","RWDD1"
"2235","LGALS3","RWDD1"
"2236","ITGAE","RWDD1"
"2237","GPR56","RWDD1"
"2238","RBPJ","RWDD1"
"2239","DDIT4","RWDD1"
"2240","ISG20","RWDD1"
"2241","RPS25","RWDD1"
"2242","CTSS","RWDD1"
"2243","NFKB2","RWDD1"
"2244","RASL12","RWDD1"
"2245","ATF4","RWDD1"
"2246","IFIT2","RWDD1"
"2247","PDE2A","RWDD1"
"2248","ANPEP","RWDD1"
"2249","BACE2","RWDD1"
"2250","TOP2A","RWDD1"
"2251","MYC","RWDD1"
"2252","ELF3","RWDD1"
"2253","HIST1H2BK","RWDD1"
"2254","FUBP3","RWDD1"
"2255","SH3BP5","RWDD1"
"2256","TSC22D3","RWDD1"
"2257","ALDOC","CDH1"
"2258","DFNA5","CDH1"
"2259","NET1","CDH1"
"2260","CBX1","CDH1"
"2261","FABP5","CDH1"
"2262","S100A10","CDH1"
"2263","GNAI1","CDH1"
"2264","SOX4","CDH1"
"2265","APP","CDH1"
"2266","C5orf13","CDH1"
"2267","NME1","CDH1"
"2268","AP2B1","CDH1"
"2269","VAMP8","CDH1"
"2270","MAP4K4","CDH1"
"2271","SAT1","CDH1"
"2272","CTNNA1","CDH1"
"2273","PKM2","CDH1"
"2274","RAB4A","CDH1"
"2275","IDH2","CDH1"
"2276","SQRDL","CDH1"
"2277","DNAJC7","CDH1"
"2278","ECI2","CDH1"
"2279","ACLY","CDH1"
"2280","LGALS1","CDH1"
"2281","HSD17B8","CDH1"
"2282","ADD2","CDH1"
"2283","LGALS3","CDH1"
"2284","ITGAE","CDH1"
"2285","GPR56","CDH1"
"2286","RBPJ","CDH1"
"2287","DDIT4","CDH1"
"2288","ISG20","CDH1"
"2289","RPS25","CDH1"
"2290","CTSS","CDH1"
"2291","NFKB2","CDH1"
"2292","RASL12","CDH1"
"2293","ATF4","CDH1"
"2294","IFIT2","CDH1"
"2295","PDE2A","CDH1"
"2296","ANPEP","CDH1"
"2297","BACE2","CDH1"
"2298","TOP2A","CDH1"
"2299","MYC","CDH1"
"2300","ELF3","CDH1"
"2301","HIST1H2BK","CDH1"
"2302","FUBP3","CDH1"
"2303","SH3BP5","CDH1"
"2304","TSC22D3","CDH1"
"2305","ALDOC","LPHN2"
"2306","DFNA5","LPHN2"
"2307","NET1","LPHN2"
"2308","CBX1","LPHN2"
"2309","FABP5","LPHN2"
"2310","S100A10","LPHN2"
"2311","GNAI1","LPHN2"
"2312","SOX4","LPHN2"
"2313","APP","LPHN2"
"2314","C5orf13","LPHN2"
"2315","NME1","LPHN2"
"2316","AP2B1","LPHN2"
"2317","VAMP8","LPHN2"
"2318","MAP4K4","LPHN2"
"2319","SAT1","LPHN2"
"2320","CTNNA1","LPHN2"
"2321","PKM2","LPHN2"
"2322","RAB4A","LPHN2"
"2323","IDH2","LPHN2"
"2324","SQRDL","LPHN2"
"2325","DNAJC7","LPHN2"
"2326","ECI2","LPHN2"
"2327","ACLY","LPHN2"
"2328","LGALS1","LPHN2"
"2329","HSD17B8","LPHN2"
"2330","ADD2","LPHN2"
"2331","LGALS3","LPHN2"
"2332","ITGAE","LPHN2"
"2333","GPR56","LPHN2"
"2334","RBPJ","LPHN2"
"2335","DDIT4","LPHN2"
"2336","ISG20","LPHN2"
"2337","RPS25","LPHN2"
"2338","CTSS","LPHN2"
"2339","NFKB2","LPHN2"
"2340","RASL12","LPHN2"
"2341","ATF4","LPHN2"
"2342","IFIT2","LPHN2"
"2343","PDE2A","LPHN2"
"2344","ANPEP","LPHN2"
"2345","BACE2","LPHN2"
"2346","TOP2A","LPHN2"
"2347","MYC","LPHN2"
"2348","ELF3","LPHN2"
"2349","HIST1H2BK","LPHN2"
"2350","FUBP3","LPHN2"
"2351","SH3BP5","LPHN2"
"2352","TSC22D3","LPHN2"
"2353","ALDOC","ITGB1"
"2354","DFNA5","ITGB1"
"2355","NET1","ITGB1"
"2356","CBX1","ITGB1"
"2357","FABP5","ITGB1"
"2358","S100A10","ITGB1"
"2359","GNAI1","ITGB1"
"2360","SOX4","ITGB1"
"2361","APP","ITGB1"
"2362","C5orf13","ITGB1"
"2363","NME1","ITGB1"
"2364","AP2B1","ITGB1"
"2365","VAMP8","ITGB1"
"2366","MAP4K4","ITGB1"
"2367","SAT1","ITGB1"
"2368","CTNNA1","ITGB1"
"2369","PKM2","ITGB1"
"2370","RAB4A","ITGB1"
"2371","IDH2","ITGB1"
"2372","SQRDL","ITGB1"
"2373","DNAJC7","ITGB1"
"2374","ECI2","ITGB1"
"2375","ACLY","ITGB1"
"2376","LGALS1","ITGB1"
"2377","HSD17B8","ITGB1"
"2378","ADD2","ITGB1"
"2379","LGALS3","ITGB1"
"2380","ITGAE","ITGB1"
"2381","GPR56","ITGB1"
"2382","RBPJ","ITGB1"
"2383","DDIT4","ITGB1"
"2384","ISG20","ITGB1"
"2385","RPS25","ITGB1"
"2386","CTSS","ITGB1"
"2387","NFKB2","ITGB1"
"2388","RASL12","ITGB1"
"2389","ATF4","ITGB1"
"2390","IFIT2","ITGB1"
"2391","PDE2A","ITGB1"
"2392","ANPEP","ITGB1"
"2393","BACE2","ITGB1"
"2394","TOP2A","ITGB1"
"2395","MYC","ITGB1"
"2396","ELF3","ITGB1"
"2397","HIST1H2BK","ITGB1"
"2398","FUBP3","ITGB1"
"2399","SH3BP5","ITGB1"
"2400","TSC22D3","ITGB1"
"2401","ALDOC","COL4A6"
"2402","DFNA5","COL4A6"
"2403","NET1","COL4A6"
"2404","CBX1","COL4A6"
"2405","FABP5","COL4A6"
"2406","S100A10","COL4A6"
"2407","GNAI1","COL4A6"
"2408","SOX4","COL4A6"
"2409","APP","COL4A6"
"2410","C5orf13","COL4A6"
"2411","NME1","COL4A6"
"2412","AP2B1","COL4A6"
"2413","VAMP8","COL4A6"
"2414","MAP4K4","COL4A6"
"2415","SAT1","COL4A6"
"2416","CTNNA1","COL4A6"
"2417","PKM2","COL4A6"
"2418","RAB4A","COL4A6"
"2419","IDH2","COL4A6"
"2420","SQRDL","COL4A6"
"2421","DNAJC7","COL4A6"
"2422","ECI2","COL4A6"
"2423","ACLY","COL4A6"
"2424","LGALS1","COL4A6"
"2425","HSD17B8","COL4A6"
"2426","ADD2","COL4A6"
"2427","LGALS3","COL4A6"
"2428","ITGAE","COL4A6"
"2429","GPR56","COL4A6"
"2430","RBPJ","COL4A6"
"2431","DDIT4","COL4A6"
"2432","ISG20","COL4A6"
"2433","RPS25","COL4A6"
"2434","CTSS","COL4A6"
"2435","NFKB2","COL4A6"
"2436","RASL12","COL4A6"
"2437","ATF4","COL4A6"
"2438","IFIT2","COL4A6"
"2439","PDE2A","COL4A6"
"2440","ANPEP","COL4A6"
"2441","BACE2","COL4A6"
"2442","TOP2A","COL4A6"
"2443","MYC","COL4A6"
"2444","ELF3","COL4A6"
"2445","HIST1H2BK","COL4A6"
"2446","FUBP3","COL4A6"
"2447","SH3BP5","COL4A6"
"2448","TSC22D3","COL4A6"
"2449","ALDOC","IGFBP7"
"2450","DFNA5","IGFBP7"
"2451","NET1","IGFBP7"
"2452","CBX1","IGFBP7"
"2453","FABP5","IGFBP7"
"2454","S100A10","IGFBP7"
"2455","GNAI1","IGFBP7"
"2456","SOX4","IGFBP7"
"2457","APP","IGFBP7"
"2458","C5orf13","IGFBP7"
"2459","NME1","IGFBP7"
"2460","AP2B1","IGFBP7"
"2461","VAMP8","IGFBP7"
"2462","MAP4K4","IGFBP7"
"2463","SAT1","IGFBP7"
"2464","CTNNA1","IGFBP7"
"2465","PKM2","IGFBP7"
"2466","RAB4A","IGFBP7"
"2467","IDH2","IGFBP7"
"2468","SQRDL","IGFBP7"
"2469","DNAJC7","IGFBP7"
"2470","ECI2","IGFBP7"
"2471","ACLY","IGFBP7"
"2472","LGALS1","IGFBP7"
"2473","HSD17B8","IGFBP7"
"2474","ADD2","IGFBP7"
"2475","LGALS3","IGFBP7"
"2476","ITGAE","IGFBP7"
"2477","GPR56","IGFBP7"
"2478","RBPJ","IGFBP7"
"2479","DDIT4","IGFBP7"
"2480","ISG20","IGFBP7"
"2481","RPS25","IGFBP7"
"2482","CTSS","IGFBP7"
"2483","NFKB2","IGFBP7"
"2484","RASL12","IGFBP7"
"2485","ATF4","IGFBP7"
"2486","IFIT2","IGFBP7"
"2487","PDE2A","IGFBP7"
"2488","ANPEP","IGFBP7"
"2489","BACE2","IGFBP7"
"2490","TOP2A","IGFBP7"
"2491","MYC","IGFBP7"
"2492","ELF3","IGFBP7"
"2493","HIST1H2BK","IGFBP7"
"2494","FUBP3","IGFBP7"
"2495","SH3BP5","IGFBP7"
"2496","TSC22D3","IGFBP7"
"2497","ALDOC","AKAP9"
"2498","DFNA5","AKAP9"
"2499","NET1","AKAP9"
"2500","CBX1","AKAP9"
"2501","FABP5","AKAP9"
"2502","S100A10","AKAP9"
"2503","GNAI1","AKAP9"
"2504","SOX4","AKAP9"
"2505","APP","AKAP9"
"2506","C5orf13","AKAP9"
"2507","NME1","AKAP9"
"2508","AP2B1","AKAP9"
"2509","VAMP8","AKAP9"
"2510","MAP4K4","AKAP9"
"2511","SAT1","AKAP9"
"2512","CTNNA1","AKAP9"
"2513","PKM2","AKAP9"
"2514","RAB4A","AKAP9"
"2515","IDH2","AKAP9"
"2516","SQRDL","AKAP9"
"2517","DNAJC7","AKAP9"
"2518","ECI2","AKAP9"
"2519","ACLY","AKAP9"
"2520","LGALS1","AKAP9"
"2521","HSD17B8","AKAP9"
"2522","ADD2","AKAP9"
"2523","LGALS3","AKAP9"
"2524","ITGAE","AKAP9"
"2525","GPR56","AKAP9"
"2526","RBPJ","AKAP9"
"2527","DDIT4","AKAP9"
"2528","ISG20","AKAP9"
"2529","RPS25","AKAP9"
"2530","CTSS","AKAP9"
"2531","NFKB2","AKAP9"
"2532","RASL12","AKAP9"
"2533","ATF4","AKAP9"
"2534","IFIT2","AKAP9"
"2535","PDE2A","AKAP9"
"2536","ANPEP","AKAP9"
"2537","BACE2","AKAP9"
"2538","TOP2A","AKAP9"
"2539","MYC","AKAP9"
"2540","ELF3","AKAP9"
"2541","HIST1H2BK","AKAP9"
"2542","FUBP3","AKAP9"
"2543","SH3BP5","AKAP9"
"2544","TSC22D3","AKAP9"
"2545","ALDOC","ENPP2"
"2546","DFNA5","ENPP2"
"2547","NET1","ENPP2"
"2548","CBX1","ENPP2"
"2549","FABP5","ENPP2"
"2550","S100A10","ENPP2"
"2551","GNAI1","ENPP2"
"2552","SOX4","ENPP2"
"2553","APP","ENPP2"
"2554","C5orf13","ENPP2"
"2555","NME1","ENPP2"
"2556","AP2B1","ENPP2"
"2557","VAMP8","ENPP2"
"2558","MAP4K4","ENPP2"
"2559","SAT1","ENPP2"
"2560","CTNNA1","ENPP2"
"2561","PKM2","ENPP2"
"2562","RAB4A","ENPP2"
"2563","IDH2","ENPP2"
"2564","SQRDL","ENPP2"
"2565","DNAJC7","ENPP2"
"2566","ECI2","ENPP2"
"2567","ACLY","ENPP2"
"2568","LGALS1","ENPP2"
"2569","HSD17B8","ENPP2"
"2570","ADD2","ENPP2"
"2571","LGALS3","ENPP2"
"2572","ITGAE","ENPP2"
"2573","GPR56","ENPP2"
"2574","RBPJ","ENPP2"
"2575","DDIT4","ENPP2"
"2576","ISG20","ENPP2"
"2577","RPS25","ENPP2"
"2578","CTSS","ENPP2"
"2579","NFKB2","ENPP2"
"2580","RASL12","ENPP2"
"2581","ATF4","ENPP2"
"2582","IFIT2","ENPP2"
"2583","PDE2A","ENPP2"
"2584","ANPEP","ENPP2"
"2585","BACE2","ENPP2"
"2586","TOP2A","ENPP2"
"2587","MYC","ENPP2"
"2588","ELF3","ENPP2"
"2589","HIST1H2BK","ENPP2"
"2590","FUBP3","ENPP2"
"2591","SH3BP5","ENPP2"
"2592","TSC22D3","ENPP2"
"2593","ALDOC","GPR65"
"2594","DFNA5","GPR65"
"2595","NET1","GPR65"
"2596","CBX1","GPR65"
"2597","FABP5","GPR65"
"2598","S100A10","GPR65"
"2599","GNAI1","GPR65"
"2600","SOX4","GPR65"
"2601","APP","GPR65"
"2602","C5orf13","GPR65"
"2603","NME1","GPR65"
"2604","AP2B1","GPR65"
"2605","VAMP8","GPR65"
"2606","MAP4K4","GPR65"
"2607","SAT1","GPR65"
"2608","CTNNA1","GPR65"
"2609","PKM2","GPR65"
"2610","RAB4A","GPR65"
"2611","IDH2","GPR65"
"2612","SQRDL","GPR65"
"2613","DNAJC7","GPR65"
"2614","ECI2","GPR65"
"2615","ACLY","GPR65"
"2616","LGALS1","GPR65"
"2617","HSD17B8","GPR65"
"2618","ADD2","GPR65"
"2619","LGALS3","GPR65"
"2620","ITGAE","GPR65"
"2621","GPR56","GPR65"
"2622","RBPJ","GPR65"
"2623","DDIT4","GPR65"
"2624","ISG20","GPR65"
"2625","RPS25","GPR65"
"2626","CTSS","GPR65"
"2627","NFKB2","GPR65"
"2628","RASL12","GPR65"
"2629","ATF4","GPR65"
"2630","IFIT2","GPR65"
"2631","PDE2A","GPR65"
"2632","ANPEP","GPR65"
"2633","BACE2","GPR65"
"2634","TOP2A","GPR65"
"2635","MYC","GPR65"
"2636","ELF3","GPR65"
"2637","HIST1H2BK","GPR65"
"2638","FUBP3","GPR65"
"2639","SH3BP5","GPR65"
"2640","TSC22D3","GPR65"
"2641","ALDOC","MEF2C"
"2642","DFNA5","MEF2C"
"2643","NET1","MEF2C"
